Source.Name,Statement,Output
tamil,                ,unknownstate
tamil,052 min   ,unknownstate
tamil,Nearing to 10Million views and 500k likes innaikku paathavanga like this,unknownstate
tamil,Surya anna semmaya irukki poodu   surya,Positive
tamil,Apdi elam Nadakkaadhu nadakka koodahumaass dialogueThala respect womens hit likes Sakthi,Positive
tamil,Ippidi nariya nariya nariya superb dialogue,Positive
tamil,Thala  semaa mass gethu malashya no1 trending,Positive
tamil,90s kids Ayyo ellam kilingirukku ellarum pakuranga ,Positive
tamil,Petta Trailer 24 Hrs  Views  102 million views Likes  546k likes,unknownstate
tamil,                                ,unknownstate
tamil,Therikka vittinga surya anna sema masss marana waiting,Positive
tamil,                  ,Mixedfeelings
tamil,          ,Positive
tamil,Thalaivar poola sapalana ungalukku thukkam varathule,Negative
tamil,7million views  108kLikes super Suriya Mass,Positive
tamil,200k like ah podunga thala bloods 1m varaum,Positive
tamil,Ena End la I Am Waiting ah,Positive
tamil,Goosebumps Uvan BGM Last minutes,Positive
tamil,Telugu super star funs like here,Positive
tamil,Career change movie nerkonda paarvai ,Positive
tamil,SUPER STAR BACK IN ACTION ,Positive
tamil,794k likes first remake trailer getting this likes,Positive
tamil,Sema oru mamavalavan boys kuda ippo pesamatrangakatharal thodaratumserupala adicha Mari iruku Polaall mamavalavan boys,Negative
tamil,Sirapana tharamana sambavam from SUPERSTAR ,Positive
tamil,Kaithi part 2 Marana waiting,Mixedfeelings
tamil,Therikka Vda Vantaanga Thalaivar and Team,Positive
tamil,Adhu eppudi indha ALVijay edutha maximum padamellaflopthaa  But ivan mattum aduthu aduthu padam eduthu kitte irukaane namma neram adhuyu paaka vendiyadhaa iruke,Negative
tamil,Veraaa levaluuu Anna super naa trailer Vera Mari thala meratti yeduthuttaru,Positive
tamil,Yenaya ethu gounder sarpa valthu sethiyaru sarpa valthu muthaliyar sarpa valthu solli comment pothurukanuga iyer payalukala tha kanum matha yella jasthiyum attendance poturuchunga,Negative
tamil,775k likes just 25k to 800k  Thala fans come on,Positive
tamil,Thalapathi oda padam approm yeppudi irukkum chumma theatre therikudulla,Positive
tamil,Enna nadai enna style in karupu sokka with folk music marana mass,Positive
tamil,Whatever  arya do we ll never ever forget jallikattu,Positive
tamil,Oru mairum puriyala trailer la Shiva      enna Tha sollavaran konjam sollunga boss puriyera madiri,Negative
tamil,Kani Harris jayaraj badhulu devi Sri prasad music bavuntundhi Telugu vallu chusthundevalluanywhere we love you suriya,Mixedfeelings
tamil,3 daysnkp still trending no 1,Positive
tamil,Ultimate kalooi Rajni politics NAAN ARASIYALUKU VARUVATHU OORUTHI,Positive
tamil,Thalaaaaaaaaaaaa who do you feel the same emotion,Positive
tamil,thala mass dancethalapathy maranna dance in mersal aalaporan tamizhan and mersal arasan,Mixedfeelings
tamil,Trending la varamaley 250k likes,Positive
tamil,Engayo kadasila ketta maathirikke music ending  Ohh Sherlock holmes  saaa,Positive
tamil,      ,unknownstate
tamil,amma neenga illatha time  evalo asingamaa irukuu,Negative
tamil,Title design draupadhi by my thanai thalaivan anbu nanban Praveen Kumar PK,Positive
tamil,Ivan Bigil ku tough kodupan pola,Positive
tamil,Thalaiva superb super star   rocks,Positive
tamil,Verithanam BGM   GV   ,Positive
tamil,ACTING AMAZING WELCOME WELCOME MOVE IAM WAITING,Positive
tamil,EPO dhan 1m reach panradhu quick,Positive
tamil,Thenaveddu movie pola irukkum  viru  virupa super jivaa Anna thalapathy fan    ,Mixedfeelings
tamil,Innike 445K to 450K likes varumne soldrevangge like podengge,unknownstate
tamil,Ennaku ennavo kanithan kathai ya konjam modify pannuna maathiri irruku,Mixedfeelings
tamil,Different genre la thala Thala kaana mass  trailer climax laYSR  idhu mela enna venum,Positive
tamil,Hip hop adhi fan like here,unknownstate
tamil,Thalaivi STR Vera mass vsp Anna starting sema ah  lv u jooo,Positive
tamil,wwwwwwwooooooowwwwwwwwww no chaaaaaaaaancethalaivarmaaaaa chummaaaaa styllllllluuuuuu adhirdhummmmaaaaaa,Positive
tamil,Trailer full ah whats app status dialogue thaan     pa,Negative
tamil,Super super trailer na ipdi than irukanum 2 minutes aagiyum katha ennanu theriyala,Positive
tamil,Vj Annasemmacute ah irukarubgmalludhu teaser eh semmaNaappopadamvijay Annalove u ,Positive
tamil,Vetri kootani nu marupadiyum nirupichirukkupadam asurathanam,Positive
tamil,Dir Vijay   was nightmare Now   what a change over mamey papapa paenpapapa paen papapa paenpapa paen,Positive
tamil,Ipo rajini than comedian Pola Vadivelu illatha kuraiya therthu vakkiraru rajini,Mixedfeelings
tamil,U must dubb kirik party in tamil,unknownstate
tamil,               ,unknownstate
tamil,Dai sombu thukki vm unaku than antha dialogue proud to be an beriyarist theruncbu thanda thappa type panni irrukan,Negative
tamil,Jayalaliha am I a joke to you,Positive
tamil,                           ,Positive
tamil,SINGAM SURIYA ANNAN looking  looking seme,Positive
tamil,ANOTHER SHITTY    SOUTH INDIAN  MOVIE,Positive
tamil,Jayam ravi chinna vayasula oru Yerila kulipamla angau polam da Yogi babu Athu mela dhan da nadanthu poitu erukam,unknownstate
tamil,Hahaha2016 nan arasiyal ku varaen  Idhu 1996  Sema bulb for rajini,Positive
tamil,Semma ya pannirukku Ettan with Annan,unknownstate
tamil,I am vijay sir Fan but surya Annan veriyan da ,Mixedfeelings
tamil,Yennada senju vachu irukkenga Sultan la Thalaivara Rajini bommaiya kaatna mathiri  Thalaiviya kevala paduthi vachu irukkenga,Negative
tamil,Thala nanum Lawyerthaan sema mass sa iruku Goosebumps,Positive
tamil,Semmma song thala u r great rock star anirudh mass song,Positive
tamil,Diwaliku sambavam eruku  Likekaithi  Cmtbigil,Negative
tamil,vera level trailer jayam ravi rocks,Positive
tamil,Thelivaaa marana mass ah iruku,Positive
tamil,Scenu pundaya podatheenga da aruva nee vettunalum vettum naan vettunalum vettum ungalala oru pundaiyum kilika mudiyathu neenga evlo getho naangaum avlo ila atha vuda gethu,Positive
tamil,Ok Ok  movie loversFrom andhra,Positive
tamil,Language samjh nahi aaya but super movie,unknownstate
tamil,All dislikes from Pullingo Kunju Vijay fans Ungommaa molai la kunju vijay Kanju theriko KaithiDiwali,unknownstate
tamil,str kaka 1000 times teaser pathuten,Positive
tamil,Mark my words intha padam nerkondu ninnu pesum,Positive
tamil,     Copy copy          Beethovan  Fur elisa  Piano pieaca  Tune  copy    ,Mixedfeelings
tamil,      ,Positive
tamil,Oru padam hit ana podhum athea mauv ah idly ah dosiya idiyapama senjiduvanga pola  Trend ku vangaya,Negative
tamil,Sondhama podama already irukuradhu eduthu potadhu aanmai illadhavan panradhu nu illaiyaraja oru interview la solli kaetruken,Negative
tamil,kelatu punda makaluku oru nalathu panala suyanalavathi pundaaa mavan,Negative
tamil,Padathuku evlo thadiakala pottalum athium thandi thetrku kondu vanthurunga nanba,Positive
tamil,      ,Negative
tamil,Vantha Rajavathan varuvan Rajavuke 100 dosth Semma dialogue,unknownstate
tamil,Theri Trailer Masssss masssss masssss theriiiiiii masssss  vijay Anna I luv u na u look so cutie  superbbbb  I am Waiting,Positive
tamil,Kola kandla iruken mavane kollama vida maten what a punch,Positive
tamil,Puli paaya aaramichi rompa naal aaguthu naam thamizhar,unknownstate
tamil,no words to say awesome awesome awesome,Positive
tamil,Thalaivar thaan eppovuma king of styleSeema mass trailer,Positive
tamil,       ,Positive
tamil,sema mass thalaiva summa allutheeeeee vj daaaaaa,Positive
tamil,l like rajini on screen vera level petta pataya kelapum pongal ku nee tan king old rajini is back,Positive
tamil,From Kerala  rajani fans,Mixedfeelings
tamil,Kadaisiya dance semmaiya irukudhu Eagerly waiting for thalaivars pongal 2k19,Positive
tamil,13 million views eppa varum inum 23 days aaguma,Mixedfeelings
tamil,MrThirumaaaa thel kotina maari vaaiya pothikitu irukanum evlo kevalama neenga pesi irukinga nu oru time poi unga videova neengale paarunga,Mixedfeelings
tamil,Thala na maass mattum illa pure classs tooo,Positive
tamil,Superbbb Rajini 20 years Boy  telugu lo kuda Kavalli,Positive
tamil,yara yara Ivan ourai keta theriyum  Ivan yaru endu ivannuke teriyada,Mixedfeelings
tamil,Dhanush nd vijay fans lam veetla okkandhu azhuvanga,Negative
tamil,comedy movie ahna kuta love failure padam nu nenaisen,unknownstate
tamil,Indha padam hit aavunum na adhu makkal selvan mattu thaan,Positive
tamil,Bullets drops bgm at end is amazing,Positive
tamil,152 Yuvans music vera level Chance eh illa,Positive
tamil,Konja naalavey Tamil cinima la Ippola police movie romba athigam Eadukuranga police movie nu vanthaley nallarukanum ethuvum mokkai aagida kudathu,Positive
tamil,       ,Positive
tamil,Marana Mass vera leval  thalaiva,Positive
tamil,Vijay sedupati like a boss,Positive
tamil,Ivara troll pana epdi da ungalaku manasu varuthu thalaivar thalaivar thaan by thalpathi  fan,Positive
tamil,Mani sir padama ithu waiting to watch,unknownstate
tamil,Sollamma solluven kollama kolluven oorukullen yenpearu kanthaswamy,Positive
tamil,Yebbaaa Padam paathitu vanthu trailer paathaalum Innum pullarikuthu,Positive
tamil,134 Enna ma magic katraru pahhhh Vera level masssssssuuu,Positive
tamil,super my happy or next super star vijay,Positive
tamil,Ada        ,unknownstate
tamil,Awesome trailer  I have never seen like this entertaining trailer   90kids still we are kids,Positive
tamil,Summa athiruthulla thalaivar semma mass Reloaded 20 hahahaaaaaaaa,Mixedfeelings
tamil, short film    Just watch,unknownstate
tamil,Indha padam kandippa mokkaya irukum nu nenaikaravanga like podunga,Mixedfeelings
tamil,Thala Thaladan da super thala veri,Positive
tamil,Views and likes check panna vantha D fans like pannunga,Positive
tamil,117 verithanama iruku nu solravanga like podunga,Positive
tamil,Suriya naLalettan this is gonna rock Kaapaan  Arya Sayyesha ,unknownstate
tamil,Laugh riot from 024  Dai kelava,Negative
tamil,    Hit ,Positive
tamil,Marana kalai of rajinis political stand ,Positive
tamil,Trilar pakka mass verithanam tharamana Sabaavam,Positive
tamil,Who is watching after seeing movie  Indha madhri pichayedukara velai yenthanai peru kelamirukinga ,Negative
tamil,Mass  Dhanush  manju  vetri,Positive
tamil,Ur Rocking  chiyaan sir,Positive
tamil,OruthaR mela Neenga Visvasam kaatrathukaaga  Inorthara yen neenga asingapaduthringa   Thala,Positive
tamil,Thala da always ur fan thala,Positive
tamil,Dei Namma aalu Vijay sethupathi irukkida Mutheeeeiiiii,Positive
tamil,Sundar Ramasamy fans lam thalli poi veladunga Thevayillama katharama unga actorku support panni jeika vainga,Positive
tamil,                    ,Positive
tamil,ultimate star ajith kumar veri thanaum,Positive
tamil,Namaku thevaiyanatha namma than adichu vanganumasuran Namala kapathiga nama pandrathu rowdisum na rowdisum pannuvomvada chennai,Mixedfeelings
tamil,Karthi sir  tha daaaaaaaa indha diwali,Negative
tamil,Dislike pottavanga mela sema gandula iruken  mavane kollama vida maten,Positive
tamil,First 11M views NGK teaser varuma Illa kaappaan teaser varuma,unknownstate
tamil,               ,Positive
tamil,SN musical pppppaaaa chance ye illa sema BGM,Positive
tamil,Selvaraghavan GENIUS nambha pesa koodadhunambha padam pesanumVERITHANAM,Positive
tamil,Thalaivar dharisanam kana avaloda eruka marana waiting surya drlg trailer was awesome dislike panni erukigale ungaluku thanks yen na yethipu tha oruthana  kaatum en thalaivana thaniya katta thana dislike pogada or di en surya thalaivana vida inga yarum illa NE MASS KATTU THALAIVAAAAAA,Mixedfeelings
tamil,10 times mela paathavanga yaru  yaru,Positive
tamil,14K views need to 16 m views,unknownstate
tamil,ANNAN VERE LEVEL LOVU SURYA ANNA FROM  NADIPPIN NAYAGAN FANS IN KERALA,Positive
tamil,Real two lions  singam suriya  Narasimhm Mohanlal,Positive
tamil,Vera level ma sema different aa irukh,Positive
tamil,Thalaiwa is god  Or  Plz rajinikant sir ke fan ho to    Touch to ,Negative
tamil,     ,Positive
tamil,Sathyaama ipdi irukum nu ethir pakala semmmaa,Positive
tamil,wow sema   i luv itvijay anna,Positive
tamil,Super bro rajinikanth rajinikanth rajinikanth rajinikanth,Positive
tamil,2019 la ella Award um surya Anna ku dhan,Positive
tamil,Surya yuvan  fans like here,unknownstate
tamil,August 2019  Ippo parungalen Ner konda paarvai postponed nu News varum,Positive
tamil,Bgm vera level Gv done his best,Positive
tamil,Suriya Anna Acting vera Level arkaaa,Positive
tamil,Teaser mass Surya Mohanlal  BGM innum konjam better ah pannirkalam,Mixedfeelings
tamil,     ,Positive
tamil,Romba naalaiku apuram Oru RAJINI padam,Positive
tamil,All Kerala singam group like button,unknownstate
tamil,                                      ,Mixedfeelings
tamil,Deiiii inime achu ipdi nalla trailer ku kuruttu thanama dislike pannatheenga da by Vijay fan,Positive
tamil,Thalaivaaa Innum Yevaloo Naaal Tha Wait Pandrathu STR Anna,Negative
tamil,Whatever might be I like Selvaraghavan style,unknownstate
tamil,     ,Positive
tamil,indha teaser vandhathula irudhu Surya heaters munjila marana Bayam theriyuthu semnmmnaaaaaaa animals ellam orama pogeda,Negative
tamil,dailum vanthu thalaya pathutu poravanga Hit like ,Positive
tamil,        ,unknownstate
tamil,Vera Level Da Trailer  Waiting for release date Devan da,Positive
tamil,       ,Negative
tamil,Ippo dhaan yaa korean padam maari seriya eduthu irukinga,Positive
tamil,Look like a Hollywood movie,Positive
tamil,Otha thalaivaselvaraghavan pinni pedal edthurkiye  vera level,Positive
tamil,Suriya Annan    ,Positive
tamil,      ,Positive
tamil,Aaathaadi ith namma batman maathiri irikk,Positive
tamil,Director sir trailer super eariku but oru voice matum fm la pasura pola eariku police station sequence la,unknownstate
tamil,Dai thala paathi fans ungaluku vera vela illaye da Full ah utube la than irupingala Poi padikura velaya parunga da Summa thalapathy fan nu,unknownstate
tamil,Arun vijay N simbu looking very smart,Positive
tamil,Kelatu Kungi ajith avan poola seppu santhi sotta thala,Negative
tamil,vere level ma Wait pannaduku super,Positive
tamil,Thala semmya irukku Trailer 1000time paathu iruppen innum konjam kuda salikkala ,Positive
tamil,Ella celibrationum dheepavali varekkum mattum than,unknownstate
tamil,208   semma   palaya  rajini   okka makka  semmaya  iruku,Positive
tamil,semma dialogs and semma class rajini sir,Positive
tamil,127M views,unknownstate
tamil,Vera leval sk anna love u,Positive
tamil,Suriya niga ennathaan senjallum thala thalathan thallapathi thalapathitha,Mixedfeelings
tamil,Thala Ajith Kumar I like you,Positive
tamil,Last Tamil ah suit pannitu English la varuthu title English suit pannitu Tamil la varalam 220,Mixedfeelings
tamil,       ,Positive
tamil,VFX                 ,Positive
tamil,Rajini mass forever  Hit like if you agree,Positive
tamil,            ,unknownstate
tamil,Chiyan vikram sir always MASS hero I m waiting kadaram kondan  movie,Positive
tamil,Oruthar mela neenga viswasam katturathunala innoruthara yen asinga paduthuringa,Positive
tamil,Movie is like asshole  Rajini best shit movie ,Mixedfeelings
tamil,8M Views  719K Likes,Positive
tamil,suriya naan kola passiyila irruken audience annanuku oru uthaapam,Mixedfeelings
tamil,Samyuktha Hegde killing it in a saree Inda movie mattum kandipa paaknum,Positive
tamil,210 yogi baby oru valiya mudiya cut Pannitamba,unknownstate
tamil,     ,Positive
tamil,       ,Positive
tamil,Director yaaru ramadoss kunji ah   Enna Da soothu maari eduthurikeenga Jathi pera velipadaya soli padam eduka thupilla  edukuda ungaluku kotta pechu Btw hero yaru theriyum la  Padam vanda paapom,unknownstate
tamil,Vijay pundha  Thala Ajith Sunni   Thala always mass  Thala pola varruma,Negative
tamil,Kekka bekka short film ah apadiye Padam aakirukeenga,unknownstate
tamil,Awesome trailer bro   Final dialogue is    Saaguradhaa irundhaalum sandai pottu saganum,Positive
tamil,       ,Positive
tamil,           ,unknownstate
tamil,     ,Positive
tamil,AR Rahman vera  level music,Positive
tamil,Like Thani oruvan  Comments  Hero,Positive
tamil,Rekkai ki pathilla Indha Script ta vjs ta kuduthurukalam rathna Siva,unknownstate
tamil,           ,unknownstate
tamil,         ,Positive
tamil,Positive pointrajini sir Negative pointrajini sir kaala is perfect movie superstar,Mixedfeelings
tamil,give a like after seeing vivegam trailer,Positive
tamil,All kerala SUPERSTAR FANS like here,Positive
tamil,Vera levelu Thalaivar    Always i love Thalaivar,Positive
tamil,     ,Positive
tamil,H VINOTH  macha u athukkum mele,Positive
tamil,Kaappan nu 5 comments panugga Surya Anna fans cmds kammiya irukku today 26K kondu varanum,unknownstate
tamil,Peruku etha Mari eduthu vachirukada comali Eppudi oduthunu Naanum pakkureb,Negative
tamil,Oruthar mela visvasam katrathukaga innoru thara yen asinga paduthu ringa Thala mass,Positive
tamil,Shaktiman madri next comedy punda aga poren sakadai kelavan,Negative
tamil,best trailer never ever give up,Positive
tamil,        ,Positive
tamil,         ,Positive
tamil,True va na jiiva fan oru hit kaga wait pannrommm nanga but gypsyseeru romba trust panrom nambika irukka annan nenga vanga anna,Mixedfeelings
tamil,Daily umm teaser pakama thungathavanga like pannuga,Positive
tamil,Will u merry me  Arambam movie arya dialogue ,unknownstate
tamil,Again a caste based   naai polapu,Negative
tamil,Selvaraghavan is backNalla tharamana Sambavam irukku poolawaiting this U1BGM,Positive
tamil,Telugu fans need thalaivas PETA Telugu trailer,Positive
tamil,Kangana ranaut Face set agala jeyalalitha amma Mari Ila,Positive
tamil,Great Insult To Madam Jayalalitha,Negative
tamil,Sk fans like  Maximum 1k like therikka vidunka,unknownstate
tamil,Avalo nalla onniyum illa just super,Positive
tamil,GV Prakash  Bgm ka baaap ,Positive
tamil,Indha koyambathoor la ponungala emathunangale andha pasanga kadhayum eduthu padam panunga,Positive
tamil,Vera lvl dhanush anna asurana asuran  Waiting,Positive
tamil,Rajni sir is getting younger day by day hahha thalivan,Positive
tamil, mokka punda aamaiinnu neega 1M likes vaangalayada Poy evandhaya pudichu ngada,Negative
tamil,Semma bro neenga semmaya varanum vazhthukkal bro,Positive
tamil,      ,unknownstate
tamil,Intha trailer ku dislike pottavan rattham kakki savan,Negative
tamil,Mass sk anna i love you,Negative
tamil,Thalaiku enemy illana bore adika arabichudum,Positive
tamil,Omg 800 comments in 2 minutes,Positive
tamil,Vikram sir   15     release       2               Hats off   the LEGEND  ,Positive
tamil,Vijay na gethu pokaathu but story,Mixedfeelings
tamil,                             fully entertainment,Positive
tamil,Last   dialogue       friend  ,unknownstate
tamil,Padam vetri adaya bramhana samuthayamthin vazhthukkal,Positive
tamil,      ,Positive
tamil,daily trailer parkura angaali pangaali ellaam oru like podunga,Positive
tamil,ippadiyama therikka viduvinga theriiii semma maasssssss,Positive
tamil,Sema  but diwalikku thalapathy movie varuthu,Mixedfeelings
tamil,KV Special  Amozing  Harris  kv  SURYA     Part 2 AYAN CONGRESS TEAM WORK SUCCESS TAMIL  ,Positive
tamil,        ,Negative
tamil,      press here    ,Negative
tamil,Yendha David pula nu theriyala dislike panirukan,Negative
tamil,Bgm vera mathiri irrukku yuvan vera level LA pannirukaru,Positive
tamil,idhu podhum enaku idhu podhume moment,unknownstate
tamil,Ngk superna like podunge apedi ilena unlike panenge,unknownstate
tamil,          ,Positive
tamil,Intha maari padatha namaku trend panna thuppu ila bigil mari kaevalama maana padatha trend pannuvom,Mixedfeelings
tamil,Thala Yoda last dialogue sema mass vera leval,Positive
tamil,kunjith kuruma dmk moonjula kaarithupuna momentjaathi vechi arasiyal panum adhuvum mukyama sc ku supprt panranu paerla nadathra nadagama pottu odachitaaru director,Positive
tamil,dislike panna terrorist ah adichu kollunga da,Negative
tamil,Trailer Sema Nu Solravaanga Like  pannunga,unknownstate
tamil,   BGM vera level,Positive
tamil,     ,Positive
tamil,        ,Negative
tamil,hi friends i am from mars enaku tamil theriyathu mangatha pathu thaan tamil kathukitta inga vedhalam innum oditu iruku teaser trailer 500m likes mela poitu iruku what a man thala mass thaan eppavume,Positive
tamil,Neega Vena mass ah irukalam aana en mass Enna nu theriyathula October la katren  Super thala,Positive
tamil,Seems like its gonna cross Pink,Positive
tamil,Padam  vera level la irukkum pola,Positive
tamil, fur Elise                           is  wonder,Positive
tamil,Ivanuku etha thalaipu phycho mental payan udhayanithi,Negative
tamil,let the aamai kadharals beginvaralam va varalam va bairava king of massvijay,Positive
tamil,Super message movie vasul alla vaalthukkal,Positive
tamil,Edhula aichu nithyamenon last varaik uiyroda irukuma,Positive
tamil,TO HATERS sathyama solren adichu underwearoda oda vituruven maanam pona thirumba varadhu paathuko,Positive
tamil,singam views theri ayirukum nanenchen anna mukitaruku,Negative
tamil,Next bigil kondatam with kathir,Positive
tamil,Woow super  Tharamana serupadi kathuiruku Im waiting,Positive
tamil,Intha nattula ovonnum oru vithamana paithiyam avanukku intha nattu melaye paithiyam semma,unknownstate
tamil,          ,Positive
tamil,Thungum bothu oruvati trailer paathutu povom nu vantha vanga like podunga,Positive
tamil,            Happiness movie Thanks mohang,unknownstate
tamil,Kolaaaaa maaasuuuu thalaivaaaaaa Chanceyyy illaaaa thalaivaaaaa Vera Vera veraaaaaaa    ,Positive
tamil,Nadipin nayagan fans kill this hit like button,unknownstate
tamil,Thalaiva trailer a verithanama iruku padam marana mass a irukum,Positive
tamil,Unmaiyana thala fans like podunga Inga,Positive
tamil,Trending List layae Illa Ppaaa,Positive
tamil,Ppaaaa PAKKA MASS TRAILER Love From KERALA,Positive
tamil,Yaaruda panni pandara pandeva laaam nadikka vachadu Thalaiku munnal pande laaam thoosi,Negative
tamil,Vera lvl thalaiva u r great,Positive
tamil,Kangana munjila fan vilundhuruchu Pola athan munji veengi iruku,Negative
tamil,Pollachi makkal sarbaga Padam vetri pera vaalthukal,Positive
tamil,Marana MASS Unmaiyave CHINNAPAIYAN MARI THALIVAR STYLE ah than irrukaru Vanga THALIVAAAAAAAAAAA vanga we are waiting for you,Positive
tamil,dai ajith kelatu naaye intha madri films nee panite vantha ommala kamal Hassan madri neeyum kaanama poiduva da,Negative
tamil,vera  levela iruku by thalapathy veriyan,Positive
tamil,     I m also belonging to vanniyar community but not that leads to wish this movie,Mixedfeelings
tamil,I love you my challa kutti thala,Positive
tamil,   TrandingFirst show    ,unknownstate
tamil,Thalaiva semmmmmmaaaa mind blowing tease,Positive
tamil,1996         ,Mixedfeelings
tamil,Va thalaivaaaaa trailere evalo maaasu unna antha screenla pakumbothuDhanush blood,Positive
tamil,Entha teaser ha 10 thadaivaiku mela pathavanga like pannunga,unknownstate
tamil,Hollywood ya no tiene nada de Creatividad,Positive
tamil,Nan Vijay fan irunthalum Ajith ah pidikkum super,Positive
tamil,mass mass mass mass wowhhh vijay annaaaa va thalaivaaaaaa,Positive
tamil,Vera level thalaiva bhairava iam waiting iniki neraya per kita iladha keta palakam yenta onu erukudhu,Positive
tamil,Y1 king of BGM marana mass,Positive
tamil,Thawwww trailer naa idhu than da,Mixedfeelings
tamil,Yar yaaru ipaa comment section laa irukengaa,Positive
tamil,Just 13 mins 220k views trending la intha week no 1,unknownstate
tamil,marana mokkai City size looks so small,Negative
tamil,             ,Positive
tamil,Sema sema sema sema sema  super THALA,Positive
tamil,Vera level trailerlove from Tony stark fans,Positive
tamil,Surya and Thalapathy fanz Hit Likzz,unknownstate
tamil,thalaivan oruvane thalapathy matume mass thalaivaa,Positive
tamil,                       ,Negative
tamil,SURYASingam  Singam SURYA Singam Vada Vadaa,Positive
tamil,Rajini dialogue scene  sema comedy,Positive
tamil,Mokka Epo patha lump singam nu Vera story eh illiya Epdiyum singam 100 varaikum edupingala manangetavangala,Negative
tamil,Trailer mass ah iki but andha mani rathnam da feel illaye,unknownstate
tamil,                  ,Mixedfeelings
tamil,       ,Positive
tamil,Tamilaka muthalvar Rajni sir allways king,Positive
tamil,              ,Negative
tamil,Chinna payyan mathiri stylaa irukke With love from Kerala,Positive
tamil,Surya      Maasss Triller     UNEXPECT  level     ,Positive
tamil,Pudichavan mattum likeah podu pudikadhavan apdiye poidu  thaaamai badungala,unknownstate
tamil,She is not like amma parkavae kandraviyah irukuremake the flim she not suits,Negative
tamil,UN KOODA IRUKARDHU SANTHOSHAMNGRADHA VIDA NEEDHA EN SANTHOSHAMAVE IRUKA LOVELY WORDS,Positive
tamil,Ipa ethukku ellarum sathi vachu wish panringausurukku poradurappa inthe jathi  onnathukkum uthavathunamma ellarum manusangala irupom,unknownstate
tamil,Enaku ennamo sneek peak partha madiriyai Oru feelingu,Positive
tamil,Dislike poota anaithu thevidiya pullaingalukku nandri,Negative
tamil,Thala Rasigargal Eppavume Thalayaiyu Thanmanathaiyum Yarukagavum Vittu kuduka matom,Positive
tamil,Visvasam trailer release da vivegam 500 day la,Positive
tamil,Intha nadaga kathala paththi yeppo iyya yechcharicharuippa purithaithanudaiya vilaivu,Positive
tamil,Nerkonda parvai    Ithu vivatha medai  TV show peru maari irukuthe,Mixedfeelings
tamil,Semma sankar sir I love rajini,Positive
tamil,Rajini ungalukku komali ya theriyurara nanba    tamil cinema valanthadhukku avarum oru karanam   but evvalavu padam nadichurupparu Rajini siravaroda saga nadikarakuda keli pannadhu illa  Unmaiyila neenga than komali ,unknownstate
tamil,BGM terikudhu Yuvan bgm la U1 dan ya Valimai expectation inum adigam aagudhu after watching this,Positive
tamil,Dai kurutu thayoli magangala andha sprite ad da podathenga da muntta kuthiyangala   gotha kadupu maira iruku,Negative
tamil,Parayar sarbaga  padam vettri pera valthukal,Positive
tamil,Masss trailer Antha 26k dislikes pannavangalam yaaru Samy nengalam epdithan ungaluku Padam edukanum ithuku mela,Positive
tamil,      ,Positive
tamil,The word vera level thalaiva unaku vayase agadha paaaa,Mixedfeelings
tamil,Superstar and sankar combination always pakka,Positive
tamil,vetri vetri ne varla ne varla ne varla haha,unknownstate
tamil,3 min a 300k views omg ,Mixedfeelings
tamil,Comments panna ellarum jadhi pera solli dhan comments panni erukanga endha generation patha rmb bayama eruku,Negative
tamil,Super talaivaa Semma aalu  talaivaa waiting  talaiva ponggal  semma trailer,Positive
tamil,20  3d ah  Yes or no ,Positive
tamil,Very nice trailervanniyar sarbaga padam vetri pera vazhthukal,Positive
tamil,Indha madhiri role Sivakarthikeyan ku set agadhuvillage subject only suits for himvera actor pani irundha mass aa irukum,Positive
tamil,Karunas la oru echa Ipolam avan ethuku padam panran nu ooruke theriyum therinjum avan nenacha madhiriye elarum nadakuratha paatha tha kashtama iruku,unknownstate
tamil,Konjam overa thaan poromo Povum enanaa paniduvanga,Positive
tamil,Wats happng guys y no likes,Positive
tamil,Kaapaan vera level massive teaser,Positive
tamil,Enga Annan palaya form ku vandhuttaru Surya fans,Positive
tamil,Thallaiva ne than yappaium super star,Positive
tamil,Thalaivar verithanam Rombha thanks ya Karthik Subburaj Dei Ranjith paathu katthukka da pikkaali payale,Positive
tamil,Luks lik SAW hollywood movie for sure,Positive
tamil,pppaaaa  enna dialogue delivery 68 vayasada idhu ,Positive
tamil,Flat  proud to be a talaivar fan  Rajinified  Sirapana taramana sambavatha inimethan paka porom ,Negative
tamil,Indha mari movies naatuku romba avasiyamdhan,Mixedfeelings
tamil,its time for a pakka masssssivetimesuperb  vijay Annan ki jaiiiiiiBHAIRAVA DAAAAAA,Positive
tamil,Tamilanu soli elarum seruvanganu paatha en kanavu intha commentslam padikirapo sethupochi periavanga comments ah vida youngsters oda commentz than athigama iruku  Ivanunga intha mari padam edukama irunthale tamilnatula jaathi olinjirukumo ennavo  comments ah pathutu kastaama iruku        Tamilan,Mixedfeelings
tamil,Enagada 4 maasathula adathu padam release panringa,Positive
tamil,Thevitiya pullainga  name pinadi caste name vechukurathulam geththunu ninaichitu irukanunga,Mixedfeelings
tamil,Ena PA padam nalla irukum polaye,Positive
tamil,Viswasam vs petta  Tharamana sambavam iruku ,Mixedfeelings
tamil,Entha pada mass erukkum nu manasula nenakkera all Dhanush fans like pannuga frds,Positive
tamil,thala marana mass sema thala super,Positive
tamil,Kandippa padam mokkaya thaan irukkum Trailer paathaale theriyudhu,Mixedfeelings
tamil,my      favorite        song,Positive
